height,weight,age,isManOfTheMatch,isActive,playedPositions,playedPositionsShort,teamRegionName,regionCode,tournamentShortName,apps,subOn,shotOnTarget,shotOffTarget,shotOnPost,shotBlocked,name,firstName,lastName,playerId,positionText,teamId,teamName,seasonId,seasonName,isOpta,tournamentId,tournamentRegionId,tournamentRegionCode,tournamentRegionName,tournamentName,rating,minsPlayed,shotsTotal,ranking
199,98,28,FALSE,TRUE,-DC-,D(C),England,dk,EPL,30,0,8,12,1,3,Jannik Vestergaard,Jannik,Vestergaard,87182,Defender,18,Southampton,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.892333333,2575,23,98
179,70,27,FALSE,TRUE,-DL-ML-,"D(L),M(L)",England,cd,EPL,12,0,2,3,0,1,Arthur Masuaku,Arthur,Masuaku,122980,Defender,29,West Ham,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.890833333,1011,6,99
175,73,30,FALSE,TRUE,-FW-ML-MR-,"M(LR),FW",England,fr,EPL,31,0,29,11,1,5,Alexandre Lacazette,Alexandre,Lacazette,73078,Forward,13,Arsenal,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.887096774,1931,45,100
181,77,29,FALSE,TRUE,-AML-AMR-FW-,"AM(LR),FW",England,gb-eng,EPL,34,0,11,13,0,12,Andros Townsend,Andros,Townsend,71522,Midfielder,162,Crystal Palace,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.885,2259,36,101
178,68,26,FALSE,TRUE,-MC-,M(C),England,gb-sct,EPL,37,0,11,23,1,11,John McGinn,John,McGinn,318449,Midfielder,24,Aston Villa,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.884324324,3330,45,102
180,66,28,FALSE,TRUE,-AML-AMR-FW-,"AM(LR),FW",England,ci,EPL,30,0,20,17,2,23,Wilfried Zaha,Wilfried,Zaha,85059,Forward,162,Crystal Palace,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.883666667,2614,60,103
178,64,27,FALSE,TRUE,-DL-ML-,"D(L),M(L)",England,gb-sct,EPL,38,0,5,9,0,5,Andrew Robertson,Andrew,Robertson,115726,Defender,26,Liverpool,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.877894737,3386,19,104
178,65,19,FALSE,TRUE,-DL-MC-ML-MR-,"D(L),M(CLR)",England,gb-eng,EPL,32,0,20,18,1,23,Bukayo Saka,Bukayo,Saka,367185,Midfielder,13,Arsenal,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.8775,2562,61,105
180,65,29,FALSE,TRUE,-DMC-,DMC,England,it,EPL,28,0,9,5,0,0,Jorginho,Jorge Luiz,Frello Filho,106968,Midfielder,15,Chelsea,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.875357143,2014,14,106
188,77,33,FALSE,TRUE,-DC-DL-,D(CL),England,gb-nir,EPL,28,0,3,5,0,0,Jonny Evans,Jonny,Evans,22079,Defender,14,Leicester,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.872857143,2476,8,107
190,80,31,FALSE,TRUE,-DC-DMC-,"D(C),DMC",England,ma,EPL,27,0,11,14,1,3,Romain Saïss,Romain,Saïss,236519,Midfielder,161,Wolverhampton Wanderers,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.868888889,2408,28,108
183,81,30,FALSE,TRUE,-DL-DR-MC-ML-MR-,"D(LR),M(CLR)",England,gb-nir,EPL,38,0,19,16,1,13,Stuart Dallas,Stuart,Dallas,134143,Midfielder,19,Leeds,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.866052632,3411,48,109
183,68,21,FALSE,TRUE,-ML-MR-,M(LR),England,gb-eng,EPL,36,0,9,10,0,7,Dwight McNeil,Dwight,McNeil,357427,Midfielder,184,Burnley,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.865277778,3071,26,110
191,76,29,FALSE,TRUE,-GK-,GK,England,gb-eng,EPL,32,0,0,0,0,0,Nick Pope,Nick,Pope,105720,Goalkeeper,184,Burnley,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.8646875,2880,0,111
181,76,24,FALSE,TRUE,-MC-,M(C),England,fr,EPL,33,0,7,3,0,8,Tanguy Ndombele,Tanguy,Ndombele,321389,Midfielder,30,Tottenham,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.85969697,2108,18,112
195,94,26,FALSE,TRUE,-DC-,D(C),England,co,EPL,24,0,4,11,0,2,Yerry Mina,Yerry,Mina,318432,Defender,31,Everton,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.859583333,1939,17,113
168,68,30,FALSE,TRUE,-DMC-,DMC,England,fr,EPL,30,0,3,4,0,3,N'Golo Kanté,N'Golo,Kanté,114075,Midfielder,15,Chelsea,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.857666667,2146,10,114
186,81,32,FALSE,TRUE,-DC-DR-,D(CR),England,be,EPL,25,0,3,3,1,4,Toby Alderweireld,Toby,Alderweireld,69933,Defender,30,Tottenham,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.8552,2241,10,115
179,70,24,FALSE,TRUE,-MC-ML-,M(CL),England,es,EPL,25,0,2,7,1,4,Dani Ceballos,Dani,Ceballos,144890,Midfielder,13,Arsenal,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.8544,1616,13,116
181,73,25,FALSE,TRUE,-AMR-FW-,"AM(R),FW",England,bf,EPL,36,0,23,20,2,21,Bertrand Traoré,Bertrand,Traoré,109807,Forward,24,Aston Villa,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.851666667,2338,64,117
185,75,23,FALSE,TRUE,-DC-DR-,D(CR),England,gb-eng,EPL,1,0,0,0,0,0,Fikayo Tomori,Fikayo,Tomori,317507,Defender,15,Chelsea,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.85,45,0,118
179,70,32,FALSE,TRUE,-DC-DL-DR-,D(CLR),England,ch,EPL,2,0,0,0,0,1,Gaetano Berardi,Gaetano,Berardi,52407,Defender,19,Leeds,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.85,114,1,119
178,78,27,FALSE,TRUE,-MC-ML-,M(CL),England,hr,EPL,27,0,4,10,0,9,Mateo Kovacic,Mateo,Kovacic,93894,Midfielder,15,Chelsea,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.844074074,1820,23,120
186,84,30,FALSE,TRUE,-MC-MR-,M(CR),England,gb-sct,EPL,10,0,5,4,0,3,Tom Cairney,Tom,Cairney,79583,Midfielder,170,Fulham,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.844,759,12,121
184,75,29,FALSE,TRUE,-DC-DR-MR-,"D(CR),M(R)",England,nl,EPL,28,0,4,7,0,3,Joël Veltman,Joël,Veltman,110290,Defender,211,Brighton,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.843928571,2283,14,122
190,83,32,FALSE,TRUE,-GK-,GK,England,sk,EPL,13,0,0,0,0,0,Martin Dúbravka,Martin,Dúbravka,46092,Goalkeeper,23,Newcastle United,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.843846154,1170,0,123
175,64,24,FALSE,TRUE,-DL-MC-MR-,"D(L),M(CR)",England,ua,EPL,20,0,4,5,0,7,Oleksandr Zinchenko,Oleksandr,Zinchenko,273257,Defender,167,Manchester City,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.8425,1474,16,124
183,70,23,FALSE,TRUE,-DL-ML-,"D(L),M(L)",England,us,EPL,28,0,4,2,0,4,Antonee Robinson,Antonee,Robinson,306581,Defender,170,Fulham,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.842142857,2162,10,125
185,82,24,FALSE,TRUE,-AMC-FW-,"AM(C),FW",England,ng,EPL,25,0,25,14,0,20,Kelechi Iheanacho,Kelechi,Iheanacho,289253,Forward,14,Leicester,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.8404,1458,59,126
191,83,21,FALSE,TRUE,-GK-,GK,England,pt,EPL,1,0,0,0,0,0,João Virgínia,João Manuel,Neves Virgínia,362852,Goalkeeper,31,Everton,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.84,47,0,127
188,70,27,FALSE,TRUE,-DC-DL-,D(CL),England,nl,EPL,1,0,0,0,0,0,Terence Kongolo,Terence,Kongolo,109117,Defender,170,Fulham,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.84,90,0,128
181,76,25,FALSE,TRUE,-AML-AMR-FW-,"AM(LR),FW",England,fr,EPL,22,0,21,12,0,10,Anthony Martial,Anthony,Martial,122366,Forward,32,Manchester United,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.837272727,1488,43,129
178,75,33,FALSE,TRUE,-MC-ML-MR-,M(CLR),England,gb-sct,EPL,18,0,0,4,0,2,James McArthur,James,McArthur,20339,Midfielder,162,Crystal Palace,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.837222222,1471,6,130
192,88,29,FALSE,TRUE,-DC-,D(C),England,gb-eng,EPL,33,0,15,12,0,5,Lewis Dunk,Lewis,Dunk,86441,Defender,211,Brighton,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.836666667,2933,32,131
173,62,24,FALSE,TRUE,-DR-,D(R),England,gb-eng,EPL,30,0,7,4,0,7,Kyle Walker-Peters,Kyle,Walker-Peters,313672,Defender,18,Southampton,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.836666667,2649,18,132
178,73,28,FALSE,TRUE,-AMC-FW-,"AM(C),FW",England,gb-eng,EPL,29,0,27,18,1,12,Danny Ings,Danny,Ings,91762,Forward,18,Southampton,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.835172414,2185,57,133
180,66,29,FALSE,TRUE,-FW-,FW,England,gb-eng,EPL,26,0,20,20,2,9,Callum Wilson,Callum,Wilson,134115,Forward,23,Newcastle United,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.835,2086,49,134
180,71,26,FALSE,TRUE,-AML-AMR-,AM(LR),England,eg,EPL,21,0,12,14,1,9,Trézéguet,Mahmoud Ahmed Ibrahim,Hassan,313545,Midfielder,24,Aston Villa,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.834285714,1166,35,135
185,80,25,FALSE,TRUE,-DR-ML-MR-,"D(R),M(LR)",England,be,EPL,27,0,3,3,1,2,Timothy Castagne,Timothy,Castagne,141169,Defender,14,Leicester,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.824444444,2346,8,136
181,78,30,FALSE,TRUE,-FW-MC-MR-,"M(CR),FW",England,de,EPL,34,0,7,10,2,15,Pascal Groß,Pascal,Groß,71824,Midfielder,211,Brighton,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.819117647,2482,32,137
188,78,27,FALSE,TRUE,-DC-DMC-DR-,"D(CR),DMC",England,br,EPL,30,0,1,7,0,2,Fabinho,Fabio Henrique,Tavares,115916,Midfielder,26,Liverpool,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.817333333,2565,10,138
183,75,29,FALSE,TRUE,-AMC-AML-AMR-,AM(CLR),England,gb-sct,EPL,33,0,11,24,1,20,Stuart Armstrong,Stuart,Armstrong,93677,Midfielder,18,Southampton,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.815757576,2774,55,139
182,67,31,FALSE,TRUE,-DC-MC-ML-MR-,"D(C),M(CLR)",England,gb-eng,EPL,21,0,4,8,0,2,Jordan Henderson,Jordan,Henderson,68659,Midfielder,26,Liverpool,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.815714286,1708,14,140
170,66,31,FALSE,TRUE,-DC-DL-ML-,"D(CL),M(L)",England,gb-eng,EPL,36,0,4,12,2,3,Aaron Cresswell,Aaron,Cresswell,68049,Defender,29,West Ham,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.812777778,3172,19,141
191,81,29,FALSE,TRUE,-FW-,FW,England,nz,EPL,33,0,39,17,3,14,Chris Wood,Chris,Wood,73380,Forward,184,Burnley,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.811212121,2750,70,142
0,0,22,FALSE,TRUE,-AMC-AML-AMR-,AM(CLR),England,ng,EPL,34,0,13,13,2,11,Eberechi Eze,Eberechi,Eze,332403,Midfielder,162,Crystal Palace,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.811176471,2565,37,143
180,80,24,FALSE,TRUE,-DMC-,DMC,England,pt,EPL,36,0,16,29,1,22,Rúben Neves,Rúben Diogo,da Silva Neves,238244,Midfielder,161,Wolverhampton Wanderers,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.808888889,2680,67,144
179,67,36,FALSE,TRUE,-DC-DMC-DR-,"D(CR),DMC",England,br,EPL,21,0,3,7,0,4,Fernandinho,Fernando,Luiz Rosa,19119,Midfielder,167,Manchester City,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.807619048,1185,14,145
180,75,25,FALSE,TRUE,-AMC-AML-AMR-FW-,"AM(CLR),FW",England,de,EPL,35,0,32,27,4,20,Timo Werner,Timo,Werner,130903,Forward,15,Chelsea,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.807428571,2608,79,146
0,0,21,FALSE,TRUE,-DC-DMC-,"D(C),DMC",England,nl,EPL,27,0,4,6,0,4,Pascal Struijk,Pascal,Struijk,355609,Defender,19,Leeds,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.806296296,2074,14,147
196,77,28,FALSE,TRUE,-DC-DL-,D(CL),England,gb-eng,EPL,36,0,7,8,0,4,Tyrone Mings,Tyrone,Mings,123167,Defender,24,Aston Villa,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.805,3195,19,148
184,80,29,FALSE,TRUE,-MC-,M(C),England,gb-eng,EPL,30,0,9,19,1,14,Jonjo Shelvey,Jonjo,Shelvey,40027,Midfielder,23,Newcastle United,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.803666667,2617,42,149
171,61,26,FALSE,TRUE,-AMC-AML-AMR-FW-,"AM(CLR),FW",England,be,EPL,35,0,23,19,4,16,Leandro Trossard,Leandro,Trossard,113994,Forward,211,Brighton,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.802571429,2622,58,150
187,82,25,FALSE,TRUE,-DC-DMC-,"D(C),DMC",England,dk,EPL,17,0,0,2,0,1,Andreas Christensen,Andreas,Christensen,130331,Defender,15,Chelsea,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.797647059,1375,3,151
192,90,25,FALSE,TRUE,-DC-,D(C),England,dk,EPL,31,0,3,8,0,2,Joachim Andersen,Joachim,Andersen,231135,Defender,170,Fulham,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.794516129,2730,13,152
190,88,30,FALSE,TRUE,-GK-,GK,England,gb-eng,EPL,25,0,0,0,0,0,Karl Darlow,Karl,Darlow,70483,Goalkeeper,23,Newcastle United,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.794,2250,0,153
182,66,26,FALSE,TRUE,-DC-DMC-DR-,"D(CR),DMC",England,gb-eng,EPL,10,0,0,6,0,2,Calum Chambers,Calum,Chambers,124316,Defender,13,Arsenal,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.793,752,8,154
189,75,25,FALSE,TRUE,-DC-DR-,D(CR),England,gb-eng,EPL,30,0,2,12,1,0,Rob Holding,Rob,Holding,288795,Defender,13,Arsenal,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.785333333,2558,14,155
188,90,26,FALSE,TRUE,-AML-AMR-FW-,"AM(LR),FW",England,nl,EPL,28,0,30,19,2,15,Anwar El Ghazi,Anwar,El Ghazi,232261,Midfielder,24,Aston Villa,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.783214286,1617,64,156
180,62,30,FALSE,TRUE,-MC-,M(C),England,ie,EPL,4,0,2,3,0,0,Conor Hourihane,Conor,Hourihane,134172,Midfielder,24,Aston Villa,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.7825,228,5,157
184,75,28,FALSE,TRUE,-MC-,M(C),England,fr,EPL,29,0,5,7,0,6,Abdoulaye Doucouré,Abdoulaye,Doucouré,116317,Midfielder,31,Everton,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.780689655,2452,18,158
173,0,18,FALSE,TRUE,,Forward,England,,EPL,3,0,1,0,0,0,Amad,Amad,Diallo,386634,Forward,32,Manchester United,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.78,167,1,159
178,67,25,FALSE,TRUE,-MC-ML-MR-,M(CLR),England,es,EPL,33,0,16,16,3,18,Pablo Fornals,Pablo,Fornals,297203,Midfielder,29,West Ham,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.777272727,2583,50,160
187,80,32,FALSE,TRUE,-FW-MC-ML-MR-,"M(CLR),FW",England,ga,EPL,29,0,22,22,2,13,Pierre-Emerick Aubameyang,Pierre-Emerick,Aubameyang,44120,Forward,13,Arsenal,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.776896552,2337,57,161
183,74,23,FALSE,TRUE,-DC-DL-DR-,D(CLR),England,gb-eng,EPL,31,0,2,7,0,5,Ben Godfrey,Ben,Godfrey,287504,Defender,31,Everton,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.776774194,2683,14,162
175,70,24,FALSE,TRUE,-AMC-AML-FW-,"AM(CL),FW",England,gb-sct,EPL,36,0,31,14,0,10,Che Adams,Che,Adams,256419,Forward,18,Southampton,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.772777778,2675,55,163
191,75,26,FALSE,TRUE,-DC-,D(C),England,gb-eng,EPL,29,0,7,15,2,3,Adam Webster,Adam,Webster,109922,Defender,211,Brighton,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.771724138,2595,25,164
185,70,30,FALSE,TRUE,-DC-,D(C),England,gb-eng,EPL,30,0,5,7,0,2,Kyle Bartley,Kyle,Bartley,71327,Defender,175,West Bromwich Albion,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.771333333,2584,14,165
182,79,20,FALSE,TRUE,-AMC-AML-,AM(CL),England,gb-eng,EPL,20,0,6,4,1,3,Emile Smith Rowe,Emile,Smith Rowe,363686,Midfielder,13,Arsenal,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.771,1448,13,166
173,73,30,FALSE,TRUE,-DMC-,DMC,England,br,EPL,24,0,2,4,0,1,Allan,Allan,Marques Loureiro,82438,Midfielder,31,Everton,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.769583333,2052,7,167
178,70,31,FALSE,TRUE,-DC-DR-MR-,"D(CR),M(R)",England,gb-eng,EPL,24,0,3,3,0,4,Kyle Walker,Kyle,Walker,69778,Defender,167,Manchester City,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.768333333,1947,10,168
180,69,25,FALSE,TRUE,-MC-MR-,M(CR),England,gb-eng,EPL,33,0,7,17,1,10,Josh Brownhill,Josh,Brownhill,138929,Midfielder,184,Burnley,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.76,2816,34,169
191,86,27,FALSE,TRUE,-DC-DL-,D(CL),England,es,EPL,16,0,1,3,0,2,Aymeric Laporte,Aymeric,Laporte,122117,Defender,167,Manchester City,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.759375,1343,6,170
184,77,21,FALSE,TRUE,-AML-AMR-FW-,"AM(LR),FW",England,es,EPL,24,0,15,10,0,11,Ferran Torres,Ferran,Torres,349760,Forward,167,Manchester City,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.755416667,1306,36,171
183,73,26,FALSE,TRUE,-AML-AMR-FW-,"AM(LR),FW",England,ci,EPL,29,0,21,18,0,9,Nicolas Pépé,Nicolas,Pépé,239872,Forward,13,Arsenal,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.755172414,1614,48,172
189,76,27,FALSE,TRUE,-MC-ML-MR-,M(CLR),England,gb-eng,EPL,24,0,11,14,2,13,Ross Barkley,Ross,Barkley,92547,Midfielder,24,Aston Villa,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.751666667,1537,38,173
188,82,34,FALSE,TRUE,-GK-,GK,England,fr,EPL,38,0,0,0,0,0,Hugo Lloris,Hugo,Lloris,25604,Goalkeeper,30,Tottenham,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.750526316,3420,0,174
195,92,30,FALSE,TRUE,-DC-,D(C),England,fr,EPL,21,0,4,7,0,4,Willy Boly,Willy,Boly,97587,Defender,161,Wolverhampton Wanderers,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.749047619,1880,15,175
198,87,29,FALSE,TRUE,-DC-DL-ML-,"D(CL),M(L)",England,gb-eng,EPL,27,0,6,8,0,3,Dan Burn,Dan,Burn,82277,Defender,211,Brighton,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.748888889,2060,17,176
190,82,27,FALSE,TRUE,-FW-,FW,England,ci,EPL,16,0,11,11,1,3,Sébastien Haller,Sébastien,Haller,236544,Forward,29,West Ham,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.74875,935,25,177
183,77,23,FALSE,TRUE,-DC-DR-,D(CR),England,gb-eng,EPL,36,0,7,11,1,4,Ezri Konsa,Ezri,Konsa Ngoyo,301440,Defender,24,Aston Villa,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.748055556,3193,22,178
175,70,24,FALSE,TRUE,-AMC-AML-AMR-FW-,"AM(CLR),FW",England,gb-eng,EPL,38,0,16,16,0,23,Jarrod Bowen,Jarrod,Bowen,322596,Forward,29,West Ham,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.747894737,2579,55,179
182,80,29,FALSE,TRUE,-DL-DR-MR-,"D(LR),M(R)",England,ie,EPL,17,0,1,0,0,2,Matt Doherty,Matt,Doherty,94042,Defender,30,Tottenham,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.747647059,1239,3,180
185,77,28,FALSE,TRUE,-DR-MC-MR-,"D(R),M(CR)",England,gh,EPL,24,0,4,15,1,7,Thomas Partey,Thomas,Partey,238940,Midfielder,13,Arsenal,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.74625,1537,26,181
186,81,24,FALSE,TRUE,-AML-AMR-FW-,"AM(LR),FW",England,br,EPL,31,0,21,15,0,8,Joelinton,Joelinton Cássio,Apolinário de Lira,201755,Forward,23,Newcastle United,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.74516129,1990,44,182
172,69,22,FALSE,TRUE,-MC-ML-MR-,M(CLR),England,us,EPL,27,0,16,16,0,11,Christian Pulisic,Christian,Pulisic,302692,Midfielder,15,Chelsea,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.744444444,1738,43,183
175,74,31,FALSE,TRUE,-ML-MR-,M(LR),England,gb-eng,EPL,31,0,10,4,0,7,Marc Albrighton,Marc,Albrighton,42147,Midfielder,14,Leicester,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.744193548,1744,21,184
185,82,25,FALSE,TRUE,-DC-,D(C),England,tr,EPL,23,0,3,6,0,1,Çaglar Söyüncü,Çaglar,Söyüncü,317998,Defender,14,Leicester,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.743043478,1816,10,185
195,94,28,FALSE,TRUE,-GK-,GK,England,fr,EPL,36,0,0,0,0,0,Alphonse Areola,Alphonse,Areola,92516,Goalkeeper,170,Fulham,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.742222222,3240,0,186
187,89,35,FALSE,TRUE,-DC-DL-ML-,"D(CL),M(L)",England,at,EPL,9,0,0,2,0,2,Christian Fuchs,Christian,Fuchs,12431,Defender,14,Leicester,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.742222222,702,4,187
193,85,28,FALSE,TRUE,-GK-,GK,England,gb-eng,EPL,37,0,0,0,0,0,Sam Johnstone,Sam,Johnstone,105603,Goalkeeper,175,West Bromwich Albion,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.739189189,3330,0,188
191,91,28,FALSE,TRUE,-GK-,GK,England,br,EPL,33,0,1,0,0,0,Alisson,Alisson,Ramses Becker,114147,Goalkeeper,26,Liverpool,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.733939394,2970,1,189
185,82,28,FALSE,TRUE,-DL-MC-,"D(L),M(C)",England,ch,EPL,31,0,7,6,0,8,Granit Xhaka,Granit,Xhaka,89401,Midfielder,13,Arsenal,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.732580645,2522,21,190
196,80,23,FALSE,TRUE,-DC-DR-,D(CR),England,gb-eng,EPL,33,0,5,11,0,2,Tosin Adarabioyo,Tosin,Adarabioyo,136464,Defender,170,Fulham,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.732121212,2954,18,191
191,86,33,FALSE,TRUE,-DC-,D(C),England,it,EPL,28,0,4,7,2,2,Angelo Ogbonna,Angelo,Ogbonna,23547,Defender,29,West Ham,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.728571429,2493,13,192
190,78,23,FALSE,TRUE,-DC-,D(C),England,br,EPL,23,0,4,7,1,5,Gabriel Magalhães,Gabriel,dos Santos Magalhães,334087,Defender,13,Arsenal,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.727826087,1997,16,193
182,76,20,FALSE,TRUE,-ML-MR-,M(LR),England,gb-eng,EPL,23,0,6,5,0,12,Callum Hudson-Odoi,Callum,Hudson-Odoi,350088,Forward,15,Chelsea,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.726956522,1060,23,194
0,0,20,FALSE,TRUE,-DR-MR-,"D(R),M(R)",England,gb-eng,EPL,11,0,2,1,0,3,Tariq Lamptey,Tariq,Lamptey,386979,Defender,211,Brighton,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.725454545,891,6,195
183,74,33,FALSE,TRUE,-AMC-AML-AMR-FW-,"AM(CLR),FW",England,ie,EPL,35,0,24,27,1,20,David McGoldrick,David,McGoldrick,18501,Forward,163,Sheffield United,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.724857143,2402,71,196
181,70,19,FALSE,TRUE,-AMR-FW-,"AM(R),FW",England,gb-eng,EPL,31,0,24,22,2,21,Mason Greenwood,Mason,Greenwood,367782,Forward,32,Manchester United,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.719677419,1826,67,197
178,68,22,FALSE,TRUE,-AMC-AMR-,AM(CR),England,no,EPL,14,0,3,3,0,9,Martin Ødegaard,Martin,Ødegaard,247454,Midfielder,13,Arsenal,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.718571429,866,15,198
178,68,24,FALSE,TRUE,-DL-ML-,"D(L),M(L)",England,es,EPL,27,0,4,9,0,7,Sergio Reguilón,Sergio,Reguilón,362275,Defender,30,Tottenham,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.716296296,2249,20,199
168,62,28,FALSE,TRUE,-DL-ML-,"D(L),M(L)",England,gb-eng,EPL,25,0,4,4,0,3,Conor Townsend,Conor,Townsend,108640,Defender,175,West Bromwich Albion,8228,2020/2021,TRUE,2,252,gb-eng,England,Premier League,6.7156,2235,11,200
